;Purchase;Organisation;Price;Date
1682;"Оказание услуг по техническому обслуживанию и аварийно-восстановительные работы автоматизированной системы контроля и учета электрической энергии и мощности (АСКУЭ) филиал ""Альтернативная энергетика"", Каменская ВЭС (КВЭС) и Сулинская ВЭС (СВЭС) ПАО ""Фортум"" в 2020г";"ПАО ""ФОРТУМ""";16000000;09.06.2020
1683;"Выполнение строительно-монтажных, пуско-наладочных работ и поставку оборудования по объекту: ""КРАН МОСТОВОЙ (инв. №1740700047). Техническое перевооружение мостового крана №1 Турбинного цеха""";"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";3795953;19.06.2020
1684;"Лот №3: Выполнение работ по плановому ремонту тепловых сетей на участке: ""Тепловые сети 8 коллектора от ТК-52Д в микрорайоне Солнечный до ТК-43Д-4-1 по пр. Маршала Жукова, от ТК-51Д-5 до ТК-51Д-17-6 по ул. Байкальской, 295(От ТК-53Д до ТК-53Д*)инв №22130511"" ;""Тепловые сети 7 коллектора от ТК-32Д-10 до ТК-32Д-10-9 по ул. Постышева(От ТК-32Д-10-5 до ТК-32Д-10-7)инв №22130360"" на филиале УТС Н-ИТЭЦ г.Иркутск";"ПАО ""ИРКУТСКЭНЕРГО""";8763287;15.05.2020
1685;Выполнение работ по ремонту кровель зданий и сооружений на филиале ТЭЦ-6 в г. Братске;"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";3007107;16.06.2020
1686;Лот №1:Выполнение работ по замене запорной арматуры в тепловых камерах УТС на филиале УТС Н-ИТЭЦ г.Иркутск;"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";4150940;15.06.2020
1687;"Лот №4: Выполнение работ по плановому ремонту тепловых сетей на участке ""Тепловые сети 12 коллектора от ТК-29 до ТК52 по ул. Лермонтова(от ТК-29 до ТК-30, ул. Лермонтова, 126)инв №22130381""";"ПАО ""ИРКУТСКЭНЕРГО""";7595334;15.05.2020
1688;Выполнение работ по ремонту здания ТМХ на филиале НИТЭЦ в г. Иркутске;"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";2008535;21.05.2020
1689;Выполнение работ по ремонту кровли ЗиС на филиале НЗ ТЭЦ в г. Саянске;"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";1976629;26.05.2020
1690;Выполнение работ по ремонту тепловых и водопроводных сетей левого берега в г. Усть-Илимске;"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";2720357;06.07.2020
1691;Выполнение работ по ремонту полов в ЗиС на филиале НЗ ТЭЦ в г. Саянске;"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";1576127;02.07.2020
1692;Выполнение работ по ремонту стеновых ограждений зданий на ШУ Н-И ТЭЦ в г. Шелехов;"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";1942601;23.06.2020
1693;Выполнение работ по текущему ремонту зданий и автодорог на филиале ТЭЦ-9 в г.Ангарске;"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";1364368;18.06.2020
1694;Услуги по вырубке деревьев вдоль теплотрассы;"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";1458624;26.05.2020
1695;Выполнение работ по ремонту схемы подключения электрического отопления второго этажа правого крыла и здания центральной проходной участка №1 филиала ТЭЦ-9 в г.Ангарске;"ПАО ""ИРКУТСКЭНЕРГО""
Заказчик:ПАО ""ИРКУТСКЭНЕРГО""";1880967;09.06.2020
